Name,Email,Phone,Year,Dept
Student 9769,student9769@example.com,9762726610,1,CE
Student 9770,student9770@example.com,9419770585,2,CS
Student 9771,student9771@example.com,9601529565,3,ME
Student 9772,student9772@example.com,9852481140,2,ME
Student 9773,student9773@example.com,9858373261,3,ME
Student 9774,student9774@example.com,9811630222,1,EE
Student 9775,student9775@example.com,9327190286,5,EE
Student 9776,student9776@example.com,9752829830,5,CS
Student 9777,student9777@example.com,9983266542,4,EE
Student 9778,student9778@example.com,9779115728,2,CS
Student 9779,student9779@example.com,9407278972,5,CS
Student 9780,student9780@example.com,9429456327,2,CS
Student 9781,student9781@example.com,9420291378,4,CS
Student 9782,student9782@example.com,9362655419,1,CS
Student 9783,student9783@example.com,9125215894,5,EE
Student 9784,student9784@example.com,9888352880,2,EE
Student 9785,student9785@example.com,9603462287,3,ME
Student 9786,student9786@example.com,9705758081,4,EE
Student 9787,student9787@example.com,9165428798,4,EE
Student 9788,student9788@example.com,9149191435,2,CS
Student 9789,student9789@example.com,9994032517,1,EE
Student 9790,student9790@example.com,9881977008,1,EE
Student 9791,student9791@example.com,9480865665,1,CS
Student 9792,student9792@example.com,9141049326,5,CE
Student 9793,student9793@example.com,9575891572,3,CS
Student 9794,student9794@example.com,9127824021,1,CS
Student 9795,student9795@example.com,9686961842,2,ME
Student 9796,student9796@example.com,9492510563,3,CE
Student 9797,student9797@example.com,9659852458,2,EE
Student 9798,student9798@example.com,9560678499,1,ME
Student 9799,student9799@example.com,9495719739,2,EE
Student 9800,student9800@example.com,9125738611,2,CS
Student 9801,student9801@example.com,9413858664,3,ME
Student 9802,student9802@example.com,9170066423,4,CS
Student 9803,student9803@example.com,9577596982,3,CE
Student 9804,student9804@example.com,9662740921,1,ME
Student 9805,student9805@example.com,9950364189,4,ME
Student 9806,student9806@example.com,9625509765,1,CS
Student 9807,student9807@example.com,9888723379,5,EE
Student 9808,student9808@example.com,9181408322,5,CS
Student 9809,student9809@example.com,9166277134,2,CE
Student 9810,student9810@example.com,9825702749,2,CS
Student 9811,student9811@example.com,9484508513,4,EE
Student 9812,student9812@example.com,9119994679,3,EE
Student 9813,student9813@example.com,9684776291,3,CE
Student 9814,student9814@example.com,9737381555,1,ME
Student 9815,student9815@example.com,9881154577,1,CE
Student 9816,student9816@example.com,9215074118,4,ME
Student 9817,student9817@example.com,9332307398,1,EE
Student 9818,student9818@example.com,9465225988,2,EE
Student 9819,student9819@example.com,9124990698,4,CE
Student 9820,student9820@example.com,9953268909,3,CE
Student 9821,student9821@example.com,9876954063,5,CS
Student 9822,student9822@example.com,9786392869,1,EE
Student 9823,student9823@example.com,9778737289,1,CE
Student 9824,student9824@example.com,9451145829,2,ME
Student 9825,student9825@example.com,9993429873,1,CE
Student 9826,student9826@example.com,9932422880,3,CE
Student 9827,student9827@example.com,9846015901,5,CE
Student 9828,student9828@example.com,9332900719,4,ME
Student 9829,student9829@example.com,9836963589,4,ME
Student 9830,student9830@example.com,9585609701,1,ME
Student 9831,student9831@example.com,9442934172,2,CS
Student 9832,student9832@example.com,9595891012,1,ME
Student 9833,student9833@example.com,9644209216,3,CS
Student 9834,student9834@example.com,9137063538,5,ME
Student 9835,student9835@example.com,9560243792,3,ME
Student 9836,student9836@example.com,9656024446,5,CE
Student 9837,student9837@example.com,9381436734,3,CE
Student 9838,student9838@example.com,9131335946,2,EE
Student 9839,student9839@example.com,9693970102,4,CE
Student 9840,student9840@example.com,9959933171,4,CS
Student 9841,student9841@example.com,9689432938,2,CS
Student 9842,student9842@example.com,9833383456,2,CE
Student 9843,student9843@example.com,9241032543,2,CE
Student 9844,student9844@example.com,9564338125,2,CE
Student 9845,student9845@example.com,9813086938,1,CE
Student 9846,student9846@example.com,9504914155,3,CS
Student 9847,student9847@example.com,9285585732,3,CS
Student 9848,student9848@example.com,9414925402,4,EE
Student 9849,student9849@example.com,9280368924,2,EE
Student 9850,student9850@example.com,9565143383,1,CS
Student 9851,student9851@example.com,9965905512,1,CE
Student 9852,student9852@example.com,9124650746,3,EE
Student 9853,student9853@example.com,9644305324,4,ME
Student 9854,student9854@example.com,9918904880,5,ME
Student 9855,student9855@example.com,9224974181,2,CE
Student 9856,student9856@example.com,9983124187,2,EE
Student 9857,student9857@example.com,9853440843,2,CE
Student 9858,student9858@example.com,9255587725,5,EE
Student 9859,student9859@example.com,9244655804,4,ME
Student 9860,student9860@example.com,9783296064,4,CS
Student 9861,student9861@example.com,9168880299,4,CS
Student 9862,student9862@example.com,9727525022,2,CE
Student 9863,student9863@example.com,9750265249,5,CE
Student 9864,student9864@example.com,9224717711,1,CE
Student 9865,student9865@example.com,9515699969,3,ME
Student 9866,student9866@example.com,9976510900,2,EE
Student 9867,student9867@example.com,9958675381,3,ME
Student 9868,student9868@example.com,9218540143,5,ME
Student 9869,student9869@example.com,9617053134,4,CS
Student 9870,student9870@example.com,9844316176,5,CE
Student 9871,student9871@example.com,9986155857,1,CE
Student 9872,student9872@example.com,9584146389,5,ME
Student 9873,student9873@example.com,9535638011,4,CS
Student 9874,student9874@example.com,9884049074,4,CE
Student 9875,student9875@example.com,9879036496,4,ME
Student 9876,student9876@example.com,9776239702,2,EE
Student 9877,student9877@example.com,9384069407,4,CS
Student 9878,student9878@example.com,9973674590,1,CS
Student 9879,student9879@example.com,9591308266,3,ME
Student 9880,student9880@example.com,9766314417,1,CS
Student 9881,student9881@example.com,9368028742,1,ME
Student 9882,student9882@example.com,9605222887,5,ME
Student 9883,student9883@example.com,9976694270,3,CE
Student 9884,student9884@example.com,9821271760,3,ME
Student 9885,student9885@example.com,9937369824,5,ME
Student 9886,student9886@example.com,9766281741,4,CE
Student 9887,student9887@example.com,9920114880,3,ME
Student 9888,student9888@example.com,9495477694,5,CS
Student 9889,student9889@example.com,9134034978,5,EE
Student 9890,student9890@example.com,9775252620,4,CS
Student 9891,student9891@example.com,9619889991,1,CE
Student 9892,student9892@example.com,9196399030,1,CE
Student 9893,student9893@example.com,9831108040,3,ME
Student 9894,student9894@example.com,9260926962,4,ME
Student 9895,student9895@example.com,9238630484,1,CE
Student 9896,student9896@example.com,9553776656,4,ME
Student 9897,student9897@example.com,9494019740,2,CS
Student 9898,student9898@example.com,9255142700,2,EE
Student 9899,student9899@example.com,9333565010,5,CE
Student 9900,student9900@example.com,9294889941,5,CE
Student 9901,student9901@example.com,9304765288,5,EE
Student 9902,student9902@example.com,9903467035,1,CE
Student 9903,student9903@example.com,9756783353,3,EE
Student 9904,student9904@example.com,9840727233,3,EE
Student 9905,student9905@example.com,9372225821,4,CS
Student 9906,student9906@example.com,9541843464,4,CS
Student 9907,student9907@example.com,9531699347,2,ME
Student 9908,student9908@example.com,9463519257,1,CE
Student 9909,student9909@example.com,9439796527,3,EE
Student 9910,student9910@example.com,9807621765,2,ME
Student 9911,student9911@example.com,9131874086,2,CE
Student 9912,student9912@example.com,9315622602,2,CE
Student 9913,student9913@example.com,9569144502,2,CS
Student 9914,student9914@example.com,9324793379,4,ME
Student 9915,student9915@example.com,9742267122,5,EE
Student 9916,student9916@example.com,9488467167,2,ME
Student 9917,student9917@example.com,9793188822,4,CS
Student 9918,student9918@example.com,9609541484,5,EE
Student 9919,student9919@example.com,9982331545,2,ME
Student 9920,student9920@example.com,9846569741,4,ME
Student 9921,student9921@example.com,9397446135,4,ME
Student 9922,student9922@example.com,9769728469,2,ME
Student 9923,student9923@example.com,9380450156,1,CS
Student 9924,student9924@example.com,9368248732,3,CE
Student 9925,student9925@example.com,9279407568,2,CE
Student 9926,student9926@example.com,9625937698,4,CS
Student 9927,student9927@example.com,9577198357,4,EE
Student 9928,student9928@example.com,9227120817,3,CE
Student 9929,student9929@example.com,9576976834,1,ME
Student 9930,student9930@example.com,9755014279,3,EE
Student 9931,student9931@example.com,9167844435,3,EE
Student 9932,student9932@example.com,9430445523,4,CS
Student 9933,student9933@example.com,9560917392,2,ME
Student 9934,student9934@example.com,9434714753,5,CS
Student 9935,student9935@example.com,9963342919,2,CE
Student 9936,student9936@example.com,9913997949,4,EE
Student 9937,student9937@example.com,9821828059,5,CE
Student 9938,student9938@example.com,9327877892,3,EE
Student 9939,student9939@example.com,9469001394,1,ME
Student 9940,student9940@example.com,9439294715,5,ME
Student 9941,student9941@example.com,9493283810,2,ME
Student 9942,student9942@example.com,9474049117,5,ME
Student 9943,student9943@example.com,9700499075,2,CS
Student 9944,student9944@example.com,9889195937,5,ME
Student 9945,student9945@example.com,9430333727,4,EE
Student 9946,student9946@example.com,9836599247,5,EE
Student 9947,student9947@example.com,9402368750,2,CS
Student 9948,student9948@example.com,9120559000,5,CS
Student 9949,student9949@example.com,9836529108,3,ME
Student 9950,student9950@example.com,9345947615,5,CS
Student 9951,student9951@example.com,9691649168,2,EE
Student 9952,student9952@example.com,9629388380,2,CE
Student 9953,student9953@example.com,9699084667,2,CS
Student 9954,student9954@example.com,9138628809,1,CE
Student 9955,student9955@example.com,9862130859,3,CE
Student 9956,student9956@example.com,9234488752,5,CS
Student 9957,student9957@example.com,9746154252,3,EE
Student 9958,student9958@example.com,9122674273,1,ME
Student 9959,student9959@example.com,9702877792,2,CS
Student 9960,student9960@example.com,9196005631,3,CS
Student 9961,student9961@example.com,9332094934,3,EE
Student 9962,student9962@example.com,9417953636,4,CE
Student 9963,student9963@example.com,9742298535,5,EE
Student 9964,student9964@example.com,9353933801,4,CE
Student 9965,student9965@example.com,9605700311,4,CE
Student 9966,student9966@example.com,9565443226,3,EE
Student 9967,student9967@example.com,9826163300,1,ME
Student 9968,student9968@example.com,9788455316,3,CE
Student 9969,student9969@example.com,9841337424,2,CS
Student 9970,student9970@example.com,9925726567,5,EE
Student 9971,student9971@example.com,9850323762,3,CE
Student 9972,student9972@example.com,9801480916,3,ME
Student 9973,student9973@example.com,9203306316,2,CS
Student 9974,student9974@example.com,9322377351,1,CS
Student 9975,student9975@example.com,9274821304,2,CS
Student 9976,student9976@example.com,9835894002,2,ME
Student 9977,student9977@example.com,9591412347,4,CE
Student 9978,student9978@example.com,9997978671,5,CE
Student 9979,student9979@example.com,9370523305,1,CS
Student 9980,student9980@example.com,9880598795,5,CE
Student 9981,student9981@example.com,9173958095,1,CE
Student 9982,student9982@example.com,9426392278,2,EE
Student 9983,student9983@example.com,9140319704,1,CE
Student 9984,student9984@example.com,9852938156,2,EE
Student 9985,student9985@example.com,9852223532,3,EE
Student 9986,student9986@example.com,9511845322,4,EE
Student 9987,student9987@example.com,9388830798,4,ME
Student 9988,student9988@example.com,9701355863,1,CS
Student 9989,student9989@example.com,9738092690,1,ME
Student 9990,student9990@example.com,9422021925,4,CS
Student 9991,student9991@example.com,9257872561,4,ME
Student 9992,student9992@example.com,9723501707,2,CS
Student 9993,student9993@example.com,9603862364,1,EE
Student 9994,student9994@example.com,9195200940,1,EE
Student 9995,student9995@example.com,9255928839,5,CE
Student 9996,student9996@example.com,9345902382,1,CS
Student 9997,student9997@example.com,9259843660,3,CE
Student 9998,student9998@example.com,9737349796,5,CS
Student 9999,student9999@example.com,9128524599,4,CS
Student 10000,student10000@example.com,9296369181,3,ME
Student 10001,student10001@example.com,9403057074,1,ME
Student 10002,student10002@example.com,9156709349,1,ME
Student 10003,student10003@example.com,9512163371,2,EE
Student 10004,student10004@example.com,9675383504,3,CE
Student 10005,student10005@example.com,9760812993,3,EE
Student 10006,student10006@example.com,9683531701,5,ME
Student 10007,student10007@example.com,9605732504,1,CE
Student 10008,student10008@example.com,9661469765,5,EE
Student 10009,student10009@example.com,9766919780,5,CS
Student 10010,student10010@example.com,9767143517,5,EE
Student 10011,student10011@example.com,9592679145,3,EE
Student 10012,student10012@example.com,9142092220,4,CE
Student 10013,student10013@example.com,9396906410,4,CS
Student 10014,student10014@example.com,9968776061,1,EE
Student 10015,student10015@example.com,9664851618,3,CE
Student 10016,student10016@example.com,9589652768,2,EE
Student 10017,student10017@example.com,9977268411,4,EE
Student 10018,student10018@example.com,9509643828,3,EE
Student 10019,student10019@example.com,9926163688,4,CE
Student 10020,student10020@example.com,9444709412,4,CE
Student 10021,student10021@example.com,9681100330,2,CE
Student 10022,student10022@example.com,9714844828,3,EE
Student 10023,student10023@example.com,9932252435,1,ME
Student 10024,student10024@example.com,9315696496,3,CS
Student 10025,student10025@example.com,9768199848,2,EE
Student 10026,student10026@example.com,9469712373,3,EE
Student 10027,student10027@example.com,9247306912,5,CS
Student 10028,student10028@example.com,9334523316,2,ME
Student 10029,student10029@example.com,9391071887,2,EE
Student 10030,student10030@example.com,9719382460,2,CE
Student 10031,student10031@example.com,9757499148,3,CE
Student 10032,student10032@example.com,9379833639,2,CS
Student 10033,student10033@example.com,9651584434,3,EE
Student 10034,student10034@example.com,9904500509,1,CE
Student 10035,student10035@example.com,9113455616,1,CE
Student 10036,student10036@example.com,9134049875,4,CS
Student 10037,student10037@example.com,9793099673,2,ME
Student 10038,student10038@example.com,9447646003,3,CE
Student 10039,student10039@example.com,9281395069,4,ME
Student 10040,student10040@example.com,9664364693,5,CE
Student 10041,student10041@example.com,9417298727,2,ME
Student 10042,student10042@example.com,9460513454,1,CS
Student 10043,student10043@example.com,9491324721,1,ME
Student 10044,student10044@example.com,9348964284,4,CS
Student 10045,student10045@example.com,9310901194,2,EE
Student 10046,student10046@example.com,9538544381,3,EE
Student 10047,student10047@example.com,9858071255,4,ME
Student 10048,student10048@example.com,9590716505,2,EE
Student 10049,student10049@example.com,9571541207,4,CS
Student 10050,student10050@example.com,9470936104,5,CS
Student 10051,student10051@example.com,9475852051,1,CE
Student 10052,student10052@example.com,9304302364,4,ME
Student 10053,student10053@example.com,9546660682,1,CE
Student 10054,student10054@example.com,9371538996,4,ME
Student 10055,student10055@example.com,9834085736,1,ME
Student 10056,student10056@example.com,9412824075,2,CS
Student 10057,student10057@example.com,9589856241,5,ME
Student 10058,student10058@example.com,9873747962,1,EE
Student 10059,student10059@example.com,9804346344,2,EE
Student 10060,student10060@example.com,9334867355,5,EE
Student 10061,student10061@example.com,9725427921,4,ME
Student 10062,student10062@example.com,9732985236,3,ME
Student 10063,student10063@example.com,9798795902,5,ME
Student 10064,student10064@example.com,9299359257,5,ME
Student 10065,student10065@example.com,9689264449,3,CS
Student 10066,student10066@example.com,9470453172,4,CE
Student 10067,student10067@example.com,9830665465,1,ME
Student 10068,student10068@example.com,9455701698,3,CE
Student 10069,student10069@example.com,9147035241,3,EE
Student 10070,student10070@example.com,9701095523,1,ME
Student 10071,student10071@example.com,9677552096,2,EE
Student 10072,student10072@example.com,9951877550,1,CS
Student 10073,student10073@example.com,9765606030,5,ME
Student 10074,student10074@example.com,9204143654,1,CS
Student 10075,student10075@example.com,9315733604,2,EE
Student 10076,student10076@example.com,9269553354,3,CS
Student 10077,student10077@example.com,9453737775,5,CE
Student 10078,student10078@example.com,9619659544,3,ME
Student 10079,student10079@example.com,9915252734,4,EE
Student 10080,student10080@example.com,9381053544,1,ME
Student 10081,student10081@example.com,9191900005,5,CE
Student 10082,student10082@example.com,9803849721,1,CS
Student 10083,student10083@example.com,9955120192,2,CE
Student 10084,student10084@example.com,9159806781,1,EE
Student 10085,student10085@example.com,9897180068,1,CE
Student 10086,student10086@example.com,9732888172,5,ME
Student 10087,student10087@example.com,9420733346,3,CS
Student 10088,student10088@example.com,9269825374,5,CS
Student 10089,student10089@example.com,9757919583,4,CE
Student 10090,student10090@example.com,9864317735,3,ME
Student 10091,student10091@example.com,9487279851,2,CS
Student 10092,student10092@example.com,9824264876,2,ME
Student 10093,student10093@example.com,9392992492,4,ME
Student 10094,student10094@example.com,9461110184,4,ME
Student 10095,student10095@example.com,9365485213,4,CS
Student 10096,student10096@example.com,9180542271,5,CE
Student 10097,student10097@example.com,9208365503,1,EE
Student 10098,student10098@example.com,9264126958,3,ME
Student 10099,student10099@example.com,9434959945,1,CE
Student 10100,student10100@example.com,9873031903,4,ME
Student 10101,student10101@example.com,9414000668,2,CE
Student 10102,student10102@example.com,9588572697,3,CE
Student 10103,student10103@example.com,9822954715,3,CE
Student 10104,student10104@example.com,9300238879,1,ME
Student 10105,student10105@example.com,9434916226,5,CE
Student 10106,student10106@example.com,9954993579,1,ME
Student 10107,student10107@example.com,9392003424,3,EE
Student 10108,student10108@example.com,9126957344,1,CS
Student 10109,student10109@example.com,9384680339,1,CS
Student 10110,student10110@example.com,9468956206,2,EE
Student 10111,student10111@example.com,9665276923,2,CS
Student 10112,student10112@example.com,9959088345,3,EE
Student 10113,student10113@example.com,9125219647,5,EE
Student 10114,student10114@example.com,9874757105,2,ME
Student 10115,student10115@example.com,9255448467,4,CS
Student 10116,student10116@example.com,9131385044,3,ME
Student 10117,student10117@example.com,9842377324,1,CS
Student 10118,student10118@example.com,9922458082,3,ME
Student 10119,student10119@example.com,9510843024,1,ME
Student 10120,student10120@example.com,9142769140,1,ME
Student 10121,student10121@example.com,9596859087,2,CE
Student 10122,student10122@example.com,9962290863,3,ME
Student 10123,student10123@example.com,9833827932,4,CS
Student 10124,student10124@example.com,9866275880,5,ME
Student 10125,student10125@example.com,9676961978,2,EE
Student 10126,student10126@example.com,9378003057,4,CS
Student 10127,student10127@example.com,9337897228,1,EE
Student 10128,student10128@example.com,9800199151,4,CE
Student 10129,student10129@example.com,9642602186,2,ME
Student 10130,student10130@example.com,9558254056,2,EE
Student 10131,student10131@example.com,9342983581,3,ME
Student 10132,student10132@example.com,9980581149,5,EE
Student 10133,student10133@example.com,9864368083,2,ME
Student 10134,student10134@example.com,9461611689,3,CS
Student 10135,student10135@example.com,9343989130,1,CE
Student 10136,student10136@example.com,9619459510,1,EE
Student 10137,student10137@example.com,9476038039,1,CS
Student 10138,student10138@example.com,9388330652,5,CS
Student 10139,student10139@example.com,9210873421,2,CS
Student 10140,student10140@example.com,9759738319,5,CE
Student 10141,student10141@example.com,9734513561,5,CS
Student 10142,student10142@example.com,9855105596,3,CS
Student 10143,student10143@example.com,9678999037,5,CE
Student 10144,student10144@example.com,9100943730,5,CE
Student 10145,student10145@example.com,9736579927,4,CE
Student 10146,student10146@example.com,9596492013,2,EE
Student 10147,student10147@example.com,9635318785,3,ME
Student 10148,student10148@example.com,9327230793,4,CE
Student 10149,student10149@example.com,9914637720,2,ME
Student 10150,student10150@example.com,9528275708,1,CS
Student 10151,student10151@example.com,9126831507,3,ME
Student 10152,student10152@example.com,9139653200,5,EE
Student 10153,student10153@example.com,9950989443,4,CE
Student 10154,student10154@example.com,9974435868,1,CS
Student 10155,student10155@example.com,9318478613,3,EE
Student 10156,student10156@example.com,9165217547,3,CS
Student 10157,student10157@example.com,9203217839,3,ME
Student 10158,student10158@example.com,9865842306,1,CS
Student 10159,student10159@example.com,9824633236,2,CS
Student 10160,student10160@example.com,9947758861,3,ME
Student 10161,student10161@example.com,9714267533,3,CE
Student 10162,student10162@example.com,9627396688,3,EE
Student 10163,student10163@example.com,9780147304,3,CS
Student 10164,student10164@example.com,9136607135,3,CE
Student 10165,student10165@example.com,9931212198,3,ME
Student 10166,student10166@example.com,9903094245,1,CS
Student 10167,student10167@example.com,9373686658,2,CS
Student 10168,student10168@example.com,9500888295,1,ME
Student 10169,student10169@example.com,9741938743,1,CE
Student 10170,student10170@example.com,9115376982,4,CS
Student 10171,student10171@example.com,9992776054,4,CE
Student 10172,student10172@example.com,9436076740,3,CE
Student 10173,student10173@example.com,9725389984,4,ME
Student 10174,student10174@example.com,9962054945,1,ME
Student 10175,student10175@example.com,9825386208,2,CS
Student 10176,student10176@example.com,9406275804,2,CS
Student 10177,student10177@example.com,9384896690,3,CE
Student 10178,student10178@example.com,9828000810,1,EE
Student 10179,student10179@example.com,9563050897,4,CE
Student 10180,student10180@example.com,9448425140,3,CS
Student 10181,student10181@example.com,9609553002,5,CE
Student 10182,student10182@example.com,9989079328,2,EE
Student 10183,student10183@example.com,9442908245,1,CE
Student 10184,student10184@example.com,9402514201,3,EE
Student 10185,student10185@example.com,9184965597,5,ME
Student 10186,student10186@example.com,9711732820,4,EE
Student 10187,student10187@example.com,9721529909,3,EE
Student 10188,student10188@example.com,9293668871,3,ME
Student 10189,student10189@example.com,9114120646,4,ME
Student 10190,student10190@example.com,9728324896,5,EE
Student 10191,student10191@example.com,9219845928,1,EE
Student 10192,student10192@example.com,9933211957,2,ME
Student 10193,student10193@example.com,9543365741,3,CE
Student 10194,student10194@example.com,9361343262,2,EE
Student 10195,student10195@example.com,9328607298,2,CE
Student 10196,student10196@example.com,9598531033,5,ME
Student 10197,student10197@example.com,9164872085,3,EE
Student 10198,student10198@example.com,9859396258,1,CE
Student 10199,student10199@example.com,9300264848,5,CS
Student 10200,student10200@example.com,9640444157,3,CS
Student 10201,student10201@example.com,9964045305,4,EE
Student 10202,student10202@example.com,9986354428,3,ME
Student 10203,student10203@example.com,9496854990,1,CS
Student 10204,student10204@example.com,9171133533,1,CS
Student 10205,student10205@example.com,9198966945,1,EE
Student 10206,student10206@example.com,9287327213,2,ME
Student 10207,student10207@example.com,9110135903,2,ME
Student 10208,student10208@example.com,9376109592,2,CS
Student 10209,student10209@example.com,9694774602,5,CS
Student 10210,student10210@example.com,9827183507,2,CS
Student 10211,student10211@example.com,9584266613,2,ME
Student 10212,student10212@example.com,9943856464,2,CE
Student 10213,student10213@example.com,9211789590,3,ME
Student 10214,student10214@example.com,9706388147,3,CS
Student 10215,student10215@example.com,9530986184,1,CE
Student 10216,student10216@example.com,9857045718,4,EE
Student 10217,student10217@example.com,9791388525,3,ME
Student 10218,student10218@example.com,9502896325,2,EE
Student 10219,student10219@example.com,9525340521,5,ME
Student 10220,student10220@example.com,9912924082,4,ME
Student 10221,student10221@example.com,9823010645,4,EE
Student 10222,student10222@example.com,9280342122,5,EE
Student 10223,student10223@example.com,9103676419,2,CS
Student 10224,student10224@example.com,9883637623,3,ME
Student 10225,student10225@example.com,9112981607,4,CE
Student 10226,student10226@example.com,9144076922,2,EE
Student 10227,student10227@example.com,9441523271,5,ME
Student 10228,student10228@example.com,9552993813,2,CS
Student 10229,student10229@example.com,9210269041,1,EE
Student 10230,student10230@example.com,9769443932,4,CE
Student 10231,student10231@example.com,9157314465,5,CS
Student 10232,student10232@example.com,9921273851,4,EE
Student 10233,student10233@example.com,9236660801,3,CE
Student 10234,student10234@example.com,9835065118,3,CS
Student 10235,student10235@example.com,9644160800,2,CS
Student 10236,student10236@example.com,9386484477,1,ME
Student 10237,student10237@example.com,9258030258,1,CS
Student 10238,student10238@example.com,9813765682,2,EE
Student 10239,student10239@example.com,9151581533,1,EE
Student 10240,student10240@example.com,9986826321,3,CS
Student 10241,student10241@example.com,9463477493,4,CS
Student 10242,student10242@example.com,9496961081,4,ME
Student 10243,student10243@example.com,9320261773,1,CE
Student 10244,student10244@example.com,9873363248,2,CS
Student 10245,student10245@example.com,9634162905,1,EE
Student 10246,student10246@example.com,9753976346,4,ME
Student 10247,student10247@example.com,9181994348,4,ME
Student 10248,student10248@example.com,9434956169,5,CE
Student 10249,student10249@example.com,9504896916,1,CS
Student 10250,student10250@example.com,9448191952,2,EE
Student 10251,student10251@example.com,9646882738,2,EE
Student 10252,student10252@example.com,9185818800,3,ME
Student 10253,student10253@example.com,9949274942,3,EE
Student 10254,student10254@example.com,9583418038,1,CS
Student 10255,student10255@example.com,9263585666,1,CS
Student 10256,student10256@example.com,9665455910,1,CE
Student 10257,student10257@example.com,9991717818,4,ME
Student 10258,student10258@example.com,9708192758,2,ME
Student 10259,student10259@example.com,9403670286,5,CE
Student 10260,student10260@example.com,9681740928,5,CE
Student 10261,student10261@example.com,9216340374,2,ME
Student 10262,student10262@example.com,9632870039,2,ME
Student 10263,student10263@example.com,9939520511,2,ME
Student 10264,student10264@example.com,9179590680,5,EE
Student 10265,student10265@example.com,9477509610,1,EE
Student 10266,student10266@example.com,9259575060,2,CE
Student 10267,student10267@example.com,9659380923,1,EE
Student 10268,student10268@example.com,9887048814,2,CS
Student 10269,student10269@example.com,9384735439,5,ME
Student 10270,student10270@example.com,9602979787,1,CS
Student 10271,student10271@example.com,9854656564,1,ME
Student 10272,student10272@example.com,9823636074,5,EE
Student 10273,student10273@example.com,9300532419,5,ME
Student 10274,student10274@example.com,9522303396,3,CE
Student 10275,student10275@example.com,9914332211,1,EE
Student 10276,student10276@example.com,9556955549,3,CS
Student 10277,student10277@example.com,9846640467,5,CE
Student 10278,student10278@example.com,9270453128,4,CS
Student 10279,student10279@example.com,9626737501,2,CS
Student 10280,student10280@example.com,9831387796,5,CS
Student 10281,student10281@example.com,9360705949,5,CE
Student 10282,student10282@example.com,9116966888,5,EE
Student 10283,student10283@example.com,9538464074,2,CE
Student 10284,student10284@example.com,9242027619,4,CE
Student 10285,student10285@example.com,9539363499,2,CE
Student 10286,student10286@example.com,9102068809,2,ME
Student 10287,student10287@example.com,9158587062,1,EE
Student 10288,student10288@example.com,9695780991,3,CE
Student 10289,student10289@example.com,9760967213,4,CS
Student 10290,student10290@example.com,9623273587,4,CS
Student 10291,student10291@example.com,9335157988,3,ME
Student 10292,student10292@example.com,9382873310,1,CE
Student 10293,student10293@example.com,9441006200,1,CS
Student 10294,student10294@example.com,9541447619,4,CE
Student 10295,student10295@example.com,9675834378,2,ME
Student 10296,student10296@example.com,9778233566,5,CS
Student 10297,student10297@example.com,9985368970,3,EE
Student 10298,student10298@example.com,9732566328,1,CE
Student 10299,student10299@example.com,9384855169,5,CE
Student 10300,student10300@example.com,9593161778,2,CS
Student 10301,student10301@example.com,9257172708,1,CS
Student 10302,student10302@example.com,9638710778,5,ME
Student 10303,student10303@example.com,9904864242,2,ME
Student 10304,student10304@example.com,9316801043,2,CS
Student 10305,student10305@example.com,9762648359,5,CE
Student 10306,student10306@example.com,9468358818,1,EE
Student 10307,student10307@example.com,9252287849,2,CS
Student 10308,student10308@example.com,9738224228,5,EE
Student 10309,student10309@example.com,9758513211,2,CS
Student 10310,student10310@example.com,9740991891,2,CE
Student 10311,student10311@example.com,9625774866,5,EE
Student 10312,student10312@example.com,9196647068,2,CE
Student 10313,student10313@example.com,9980032142,5,ME
Student 10314,student10314@example.com,9608195766,1,CS
Student 10315,student10315@example.com,9571573895,3,CS
Student 10316,student10316@example.com,9861114003,5,CS
Student 10317,student10317@example.com,9917744769,1,CS
Student 10318,student10318@example.com,9328570645,4,EE
Student 10319,student10319@example.com,9613869262,5,CS
Student 10320,student10320@example.com,9756981046,2,ME
Student 10321,student10321@example.com,9457526762,2,EE
Student 10322,student10322@example.com,9706251322,2,ME
Student 10323,student10323@example.com,9881337525,4,EE
Student 10324,student10324@example.com,9213525690,1,CE
Student 10325,student10325@example.com,9475955287,1,CE
Student 10326,student10326@example.com,9356410019,2,ME
Student 10327,student10327@example.com,9882417049,5,EE
Student 10328,student10328@example.com,9321206763,1,ME
Student 10329,student10329@example.com,9783731381,2,ME
Student 10330,student10330@example.com,9300297166,2,EE
Student 10331,student10331@example.com,9425585964,5,CE
Student 10332,student10332@example.com,9974998826,2,CE
Student 10333,student10333@example.com,9540527523,3,ME
Student 10334,student10334@example.com,9133680219,4,CE
Student 10335,student10335@example.com,9386258884,4,CE
Student 10336,student10336@example.com,9977118459,1,ME
Student 10337,student10337@example.com,9918390727,4,ME
Student 10338,student10338@example.com,9715410936,1,ME
Student 10339,student10339@example.com,9151926440,1,ME
Student 10340,student10340@example.com,9694627791,1,CS
Student 10341,student10341@example.com,9378309258,4,ME
Student 10342,student10342@example.com,9866831331,4,ME
Student 10343,student10343@example.com,9277673138,1,CE
Student 10344,student10344@example.com,9590309426,5,ME
Student 10345,student10345@example.com,9569544200,5,ME
Student 10346,student10346@example.com,9918658600,5,EE
Student 10347,student10347@example.com,9458822489,3,CS
Student 10348,student10348@example.com,9598580845,3,CS
Student 10349,student10349@example.com,9173494786,2,ME
Student 10350,student10350@example.com,9663184944,5,CE
